  Uber,uber.com,1622,151,No,,,,824,673,151,22%,"2,184,455","2,189,050",0%,"2,253,945",-3%,"295,830","396,624",-25%,"399,154",-26%,3,3/1/09,C,"First Round Capital,Lowercase Capital,Founder Collective,David Cohen,Mitch Kapor,Alfred Lin,Scott Banister,Cyan Banister,Babak Nivi,Naval Ravikant,Shawn Fanning,Jason Calacanis,Mike Walsh,Oren Michels,Josh Spear,Benchmark,Innovation Endeavors,Menlo Ventures,Jeff Bezos,Goldman Sachs,CrunchFund,Troy Carter,Kapor Capital,David Sacks,Shervin Pishevar,Gary Vaynerchuk,Structure Capital,Scott Belsky,Garrett Camp,Travis Kalanick,TPG Growth,Google Ventures",$307.5M ,8/23/13,"$258,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,B2C,"Transportation,Hospitality",,0,0,0,Yes
  Jobsplane,jobsplane.com,1618,192,No,,,,,,,,"600,284","534,937",12%,"367,939",63%,,,,,,,2/1/12,-,,Undisclosed,,Undisclosed,Hyderabad,Hyderabad,,,India,,Career / Job Search,,0,0,0,No
 OpenClassrooms,openclassrooms.com,1615,78,No,,,,14,16,-2,-13%,"3,689,893","3,663,360",1%,"3,746,189",-2%,,,,,,,,Pre Series A,Alven Capital,Undisclosed,,Undisclosed,Paris,Paris,,,France,,Education,,0,0,0,No
  Goodreads,goodreads.com,1585,136,No,,,,91,90,1,1%,"18,377,758","18,279,379",1%,"18,232,791",1%,,,,"29,885",,0,1/15/07,Exited,"True Ventures,John Hering,James Currier,Michael Birch,Mike Jones,Stan Chudnovsky,Christopher Michel,Ooga Labs",$2.8M ,12/9/09,"$2,000,000 ",Chicago,Santa Monica,Chicago,CA,United States,B2C,"Social Networking,Publishing",,0,0,0,Yes
  Lamido Indonesia,lamido.co.id,1583,1452,No,,,,,,,,"590,748","586,190",1%,"547,270",8%,,,,,,,8/1/13,-,,Undisclosed,,Undisclosed,Jakarta Selatan,Jakarta Selatan,,,Indonesia,Marketplace,E-Commerce,,0,0,0,No
  Telegram Messenger,telegram.org,1579,1968,No,,,,,,,,"907,245","797,331",14%,"434,133",109%,"592,714","181,430",227%,"91,260",549%,5,,-,,Undisclosed,,Undisclosed,Berlin,Berlin,,,Germany,B2C,"Mobile,Social Networking",,0,0,0,Yes
  LUMO Bodytech,lumobodytech.com,1575,779,No,,,,18,,,,"367,146","357,988",3%,"283,554",29%,,,,,,,1/1/11,Pre Series A,,$1.0M ,2/6/14,"$1,000,000 ",Palo Alto,Palo Alto,,CA,United States,B2C,Hardware,,0,0,0,No
  Impact Social Media,impactsocialmedia.net,1574,1269,No,,,,2,2,0,0%,"234,031","229,510",2%,"167,554",40%,,,,,,,3/21/12,-,,Undisclosed,,Undisclosed,Kansas City,Raytown,Kansas City,MO,United States,,"Marketing,Network / Hosting / Infrastructure",,0,0,0,No
  Cricfy,cricfy.com,1571,1581,No,,,,,,,,"279,163","225,432",24%,"81,490",243%,,,,,,,9/1/13,-,,Undisclosed,,Undisclosed,Sydney,Sydney,,NSW,,,,,0,0,0,No
  Rumble,rumble.com,1565,-621,No,,,,,,,,"351,712","366,343",-4%,"353,392",0%,,,,,,,9/1/13,-,,Undisclosed,,Undisclosed,Toronto,Toronto,,,Canada,"Advertising,B2B,B2C",Advertising,,0,0,0,No
  CoPromote,copromote.com,1560,1633,No,,,,,,,,"301,226","238,425",26%,13,2317023%,,,,,,,8/1/09,Pre Series A,,$2.6M ,2/10/14,"$1,800,000 ",New York,New York,,NY,,"B2C,Marketplace","Dating,Advertising,Marketing,Mobile",,0,0,0,No
  Ghost,ghost.org,1560,122,No,,,,,,,,"1,243,597","1,245,225",0%,"1,263,397",-2%,,,,,,,,-,,Undisclosed,,Undisclosed,London,London,,,United Kingdom,B2C,"Media,Publishing,Software Development",,0,0,0,No
  LetsVenture,letsventure.com,1534,2356,No,,,,,,,,"201,121","166,608",21%,"104,552",92%,,,,,,,,-,,Undisclosed,,Undisclosed,Bangalore,Bangalore,,,,,Finance,,0,0,0,No
  Coin,onlycoin.com,1528,-926,No,,,,22,17,5,29%,"845,496","872,421",-3%,"1,159,080",-27%,,,,,,,1/1/12,Pre Series A,K9 Ventures,Undisclosed,1/29/14,"$15,000,000 ",San Francisco,San Francisco,,CA,United States,,"Finance,Banking,Hardware,Mobile",,0,0,0,No
  CVFlash,cvflash.com,1525,985,Yes,100000,500000,0,,,,,"97,433","88,792",10%,"37,032",163%,,,,,,,1/13/14,-,,Undisclosed,,Undisclosed,Nigeria,,,,Nigeria,,"Human Resources (HR),Career / Job Search",,0,0,0,No
FirstPrevious12345NextLast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Support© 2014 Mattermark Sources include Crunchbase & AngelList.About Careers Blog Terms& Privacy + Submit a Startup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mattermark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 All Companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Getting Started,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 VC Portfolios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Angel Portfolios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Accelerators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Funding Rounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 News Mentions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Saved Searches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Watch List,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Custom Lists,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
   ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 News,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Vertical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Location,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Co-Investors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Stage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Filters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Columns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Showing 451 to 500 of 214,772 entries",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Website,Mattermark Score (?),Weekly Momentum,Is Raising On AngelList,AngelList Raising Amount,AngelList Pre-Money Valuation,AngelList Raised Amount,Employee Count,Employees Month Ago,Employees Added This Month,Employees Month Over Month Growth,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Mobile Growth Score,Est. Founding,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Business Models,Industries,Keywords,Interested,Alert,Custom List,Has Mobile App
  Saved.io,saved.io,955,1393,Yes,,,,,,,,"144,187","131,892",9%,"72,096",100%,,,,,,,9/25/13,-,,Undisclosed,,Undisclosed,Elk Grove,Elk Grove,,CA,,,,,0,0,0,No
  Microsoft Health Vault,healthvault.com,954,-292,No,,,,,,,,"204,525","207,454",-1%,"161,948",26%,497,441,13%,167,198%,10,,-,,Undisclosed,,Undisclosed,Seattle,Redmond,Seattle,WA,United States,,Healthcare,,0,0,0,Yes
  GAMRS.net,gamrs.net,954,-741,No,,,,,,,,"168,663","201,145",-16%,"201,122",-16%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,,"E-Commerce,Gaming",,0,0,0,No
  CourseTalk,coursetalk.org,954,264,No,,,,4,4,0,0%,"231,404","231,382",0%,"220,700",5%,,,,,,,1/1/12,-,,Undisclosed,,Undisclosed,Bay Area,San Francisco,Bay Area,CA,United States,B2C,Education,,0,0,0,No
"  Blizzard Entertainment, Inc.",us.blizzard.com,951,1158,No,,,,,,,,"1,599,631","1,593,640",0%,"1,590,293",1%,"24,988","33,826",-26%,"17,492",43%,-7,,-,,Undisclosed,,Undisclosed,,,,,,B2C,,,0,0,0,No
 AirFastTickets.Inc,Airfasttickets.com,951,579,Yes,,,,,,,,"551,544","484,562",14%,"380,387",45%,,"1,733",,"6,132",,0,,-,,Undisclosed,,Undisclosed,,,,,,,"E-Commerce,Travel,Hospitality",,0,0,0,Yes
  Colibri IO,Colibri.io,951,-116,No,,,,,,,,"223,202","225,695",-1%,"234,587",-5%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,"SaaS,B2B,Lead Generation",Marketing,,0,0,0,No
  Fixed - Parking Tickets,getfixed.me,950,271,No,,,,,,,,"98,243","91,305",8%,"73,747",33%,,,,,,,12/1/13,-,,Undisclosed,,Undisclosed,,,,,,,"Customer Support,Legal",,0,0,0,Yes
  Leadaki,leadaki.com,950,-515,No,,,,,,,,"76,169","82,425",-8%,"62,969",21%,,,,,,,,-,,Undisclosed,,Undisclosed,CABA,CABA,,,,Lead Generation,Advertising,,0,0,0,No
  Zoobashop,zoobashop.com,948,1168,No,,,,,,,,"68,953","59,716",15%,"35,500",94%,,,,,,,8/1/13,-,,Undisclosed,,Undisclosed,Accra,Accra,,,Ghana,B2C,"E-Commerce,Retail",,0,0,0,No
  Chairish,chairish.com,948,1112,No,,,,19,19,0,0%,"153,536","145,908",5%,"113,051",36%,,487,,,,0,1/1/13,A,"Azure Capital Partners,O’Reilly AlphaTech Ventures",$3.2M ,7/18/13,"$3,200,000 ",Bay Area,San Francisco,Bay Area,CA,United States,"Marketplace,B2B,B2C",E-Commerce,,0,0,0,Yes
  HipFlat,hipflat.co.th,947,447,No,,,,8,9,-1,-11%,"312,271","305,152",2%,"279,049",12%,,,,,,,8/1/12,Pre Series A,"Crystal Horse Investments,8capita Partners,Chang Ng,Kris Nalamlieng","$335,000 ",12/23/13,"$335,000 ",Bangkok,Bangkok,,,Thailand,"Marketplace,B2C",Real Estate,,0,0,0,No
  Schaffhouser Electric Company,schaffhouserelectric.com,946,948,No,,,,,,,,"17,072","12,531",36%,"4,634",268%,,,,,,,1/1/10,-,,Undisclosed,,Undisclosed,,,,,,,,,0,0,0,No
  Upfluence,upfluence.co,944,465,No,,,,9,8,1,13%,"254,283","251,315",1%,"218,931",16%,,,,,,,2/5/13,-,,Undisclosed,,Undisclosed,San Francisco,San Francisco,,,United States,,"Advertising,Marketing",,0,0,0,No
  CitizenTekk,citizentekk.com,943,-1418,No,,,,8,8,0,0%,"86,812","113,118",-23%,"221,145",-61%,,,,,,,10/30/12,-,,Undisclosed,,Undisclosed,Bay Area,San Francisco,Bay Area,CA,United States,"B2C,B2B",Media,,0,0,0,Yes
  Mindie,mindie.co,941,-1228,No,,,,,,,,"54,396","86,428",-37%,"103,941",-48%,,,,,,0,10/1/13,Pre Series A,"Lower Case Ventures,David Tisch,Dave Morin,Slow Ventures,betaworks,Pete Cashmore,Troy Carter,SV Angel,CrunchFund,Joseph Perla,Fuel Capital",$1.2M ,1/16/14,"$1,200,000 ",Bay Area,,Bay Area,,United States,B2C,Music,,0,0,0,Yes
"  Map My Ride+ - GPS Cycling, Riding, Workout Tracking and Calorie Counter",support.mapmyfitness.com,940,85,No,,,,,,,,"491,858","482,193",2%,"438,918",12%,234,"6,897",-97%,"2,485",-91%,6,,-,,Undisclosed,,Undisclosed,,,,,,,Customer Support,,0,0,0,Yes
  MikeCRM,mikecrm.com,940,883,No,,,,,,,,"334,525","314,029",7%,"253,055",32%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,,,,0,0,0,No
  Madison Reed,madison-reed.com,938,1434,No,,,,,,,,"49,342","37,774",31%,"21,192",133%,,,,,,,1/1/13,B,"True Ventures,Maveron,Norwest Venture Partners",$16.0M ,1/28/14,"$12,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,B2C,E-Commerce,,0,0,0,No
  Fivepick,fivepick.me,936,697,No,,,,,,,,"13,441","12,201",10%,"7,176",87%,,,,,,,,-,,Undisclosed,,Undisclosed,,,,,,,Dating,,0,0,0,No
  gopay,gopay.com.cn,935,736,No,,,,,,,,"123,426","99,223",24%,"53,484",131%,,,,,,,1/25/11,-,,Undisclosed,,Undisclosed,,,,,,,Finance,,0,0,0,No
  Ebusiness Guru Limited,ebusinessguru.co.uk,934,130,No,,,,6,5,1,20%,"218,350","218,531",0%,"204,894",7%,,,,,,,1/1/10,-,,Undisclosed,,Undisclosed,Manchester,Manchester,,,United Kingdom,"B2B,Consulting","E-Commerce,Marketing",,0,0,0,No
  Oculus VR,oculusvr.com,934,249,No,,,,69,57,12,21%,"978,770","982,604",0%,"987,216",-1%,,,,,,,7/1/12,B,"Spark Capital,Matrix Partners,Founders Fund,Formation 8,BIG Ventures,Andreessen Horowitz",$93.4M ,12/12/13,"$75,000,000 ",Irvine,Irvine,,CA,United States,B2C,"Hardware,Software Development,Gaming",,0,0,0,No
  Netagio,netagio.com,933,328,No,,,,,,,,"14,224","11,204",27%,"3,439",314%,,,,,,,,-,,Undisclosed,,Undisclosed,London,London,,,United Kingdom,,,,0,0,0,No
  JewelScent,jewelscent.com,933,15,No,,,,,,,,"210,614","218,414",-4%,"210,168",0%,,,,,,,1/1/13,-,,Undisclosed,,Undisclosed,Los Angeles,Los Angeles,Los Angeles,CA,United States,B2C,"E-Commerce,Retail",,0,0,0,No
  Qihoo 360 Technology,360.cn,933,1073,No,,,,,,,,"97,143,947","96,183,365",1%,"88,429,116",10%,,,,,,,6/1/05,Exited,"TrustBridge Partners,Highland Capital Partners,Redpoint Ventures,Sequoia Capital,CDH Investments,Matrix Partners,IDG Capital Partners,Matrix",$575.4M ,8/28/13,"$550,000,000 ",China,,,,China,B2C,,,0,0,0,No
  Viooz,viooz.co,932,193,No,,,,,,,,"7,444,339","7,475,873",0%,"7,505,455",-1%,,,,,,,1/1/13,Pre Series A,,"$350,000 ",11/5/13,"$350,000 ",San Diego,San Diego,San Diego,CA,United States,B2C,"Search,Media",,0,0,0,No
