Name,Pagerank,In-degree Centrality,Out-degree Centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality
"Crosslink Capital","0.00468679683195","0.21926910299","0.21926910299","0.476759121277","0.00481813305952","0.0430730492254"
"Mayfield Fund","0.00462736056559","0.200996677741","0.200996677741","0.46879752495","0.00698421344498","0.0430730492254"
"Trinity Ventures","0.00457349587428","0.212624584718","0.212624584718","0.473448294046","0.00724472478573","0.0430730492254"
"Foundation Capital","0.00457070932318","0.209302325581","0.209302325581","0.47297906878","0.00717808091913","0.0430730492254"
"SoftBank Capital","0.00437752615416","0.194352159468","0.194352159468","0.470183133398","0.00427017897813","0.0430730492254"
"BDC Venture Capital","0.00422792929437","0.112956810631","0.112956810631","0.44106828133","0.0131450577074","0.0430730492254"
"Institutional Venture Partners","0.00422621317778","0.18438538206","0.18438538206","0.466506236949","0.00207252147753","0.0430730492254"
"Matrix Partners","0.00399688151409","0.196013289037","0.196013289037","0.470646824851","0.00366660812728","0.0430730492254"
"Ignition Partners","0.00397105875969","0.169435215947","0.169435215947","0.460652394207","0.00327755994102","0.0430730492254"
"Shasta Ventures","0.00397013267723","0.177740863787","0.177740863787","0.458439846685","0.00197234142203","0.0430730492254"
"Sigma Partners","0.00390476677343","0.176079734219","0.176079734219","0.461990203677","0.00529206012495","0.0430730492254"
"Spark Capital","0.0038135133732","0.151162790698","0.151162790698","0.450647667987","0.00248631595882","0.0430730492254"
"Union Square Ventures","0.00369152762417","0.15780730897","0.15780730897","0.454943641943","0.00187079640732","0.0430730492254"
"Morgenthaler Ventures","0.00366933657079","0.171096345515","0.171096345515","0.462437868603","0.00250767248233","0.0430730492254"
"Baseline Ventures","0.00364339851605","0.139534883721","0.139534883721","0.446014841494","0.00173426796388","0.0430730492254"
"Oak Investment Partners","0.00362639386601","0.164451827243","0.164451827243","0.457122490803","0.00337856153175","0.0430730492254"
"Data Collective","0.00362333721065","0.141196013289","0.141196013289","0.447688443151","0.0035057796403","0.0430730492254"
"SAP Ventures","0.00362180125763","0.177740863787","0.177740863787","0.471576956916","0.00605425630903","0.0430730492254"
"Jafco Ventures","0.00359993946529","0.166112956811","0.166112956811","0.460208177819","0.00359442967677","0.0430730492254"
"DCM","0.0035325909666","0.179401993355","0.179401993355","0.462886401939","0.00255396193277","0.0430730492254"
"Qualcomm Ventures","0.00350622239471","0.174418604651","0.174418604651","0.465142183624","0.00475543816057","0.0430730492254"
"Meritech Capital Partners","0.00348973066506","0.151162790698","0.151162790698","0.455377748472","0.00149463896864","0.0430730492254"
"Mohr Davidow Ventures","0.00339170169827","0.172757475083","0.172757475083","0.462886401939","0.00426867635501","0.0430730492254"
"Comcast Ventures","0.00333809875134","0.181063122924","0.181063122924","0.466050664452","0.00393247141552","0.0430730492254"
"Cisco","0.00328897327535","0.154485049834","0.154485049834","0.45976481734","0.0050394086396","0.0430730492254"
"Western Technology Investment","0.0032643471273","0.181063122924","0.181063122924","0.460208177819","0.00498509210538","0.0430730492254"
"Balderton Capital","0.00321818531022","0.119601328904","0.119601328904","0.447688443151","0.00666826758992","0.0430730492254"
"3i Group","0.00319559045767","0.112956810631","0.112956810631","0.448529962781","0.0126904768708","0.0430730492254"
"Flybridge Capital Partners","0.00318565757069","0.136212624585","0.136212624585","0.44476782889","0.00725202085346","0.0430730492254"
"Samsung Ventures","0.00315930058201","0.162790697674","0.162790697674","0.466506236949","0.00810115113256","0.0430730492254"
"August Capital","0.00308618525633","0.154485049834","0.154485049834","0.455812684239","0.00195268386519","0.0430730492254"
"Globespan Capital Partners","0.0030856257594","0.137873754153","0.137873754153","0.446014841494","0.00199435259416","0.0430730492254"
"Insight Venture Partners","0.00308143749442","0.146179401993","0.146179401993","0.450222528678","0.00308938453754","0.0430730492254"
"Thrive Capital","0.00307960799073","0.121262458472","0.121262458472","0.437831082935","0.000973880976222","0.0430730492254"
"Start Fund","0.00307274835668","0.107973421927","0.107973421927","0.431497179384","0.000695600854355","0.0430730492254"
"North Bridge Venture Partners","0.00306203920985","0.141196013289","0.141196013289","0.453215460967","0.00159068488105","0.0430730492254"
"Scale Venture Partners","0.0030303034655","0.164451827243","0.164451827243","0.458880654229","0.00254380362571","0.0430730492254"
"Sutter Hill Ventures","0.0029199850054","0.147840531561","0.147840531561","0.452785465274","0.00116852751899","0.0430730492254"
"VantagePoint Capital Partners","0.00291861948657","0.146179401993","0.146179401993","0.455812684239","0.00471406456174","0.0430730492254"
"Wellington Partners","0.00279120449108","0.114617940199","0.114617940199","0.44685007528","0.0082571665305","0.0430730492254"
"Foundry Group","0.002755420607","0.136212624585","0.136212624585","0.445598394397","0.00148934945578","0.0430730492254"
"OrbiMed Advisors","0.00274357951824","0.111295681063","0.111295681063","0.438635919484","0.00213778322074","0.0430730492254"
"Webb Investment Network","0.00272705902899","0.13122923588","0.13122923588","0.441885074443","0.00068863388783","0.0430730492254"
"Alta Partners","0.0027260095958","0.102990033223","0.102990033223","0.434641056829","0.00503623678401","0.0430730492254"
"Lowercase Capital","0.00270623730397","0.124584717608","0.124584717608","0.435831854245","0.000986738664455","0.0430730492254"
"DFJ Growth","0.00269371468392","0.117940199336","0.117940199336","0.441476300091","0.000570299397138","0.0430730492254"
"Austin Ventures","0.00269103419706","0.134551495017","0.134551495017","0.448529962781","0.00282783526213","0.0430730492254"
"Bay Partners","0.00268491382032","0.139534883721","0.139534883721","0.447688443151","0.00118048951073","0.0430730492254"
"Investor Growth Capital","0.00268172166756","0.136212624585","0.136212624585","0.451073610963","0.00409617916043","0.0430730492254"
"IA Ventures","0.00266902367356","0.126245847176","0.126245847176","0.439848737695","0.00120343550476","0.0430730492254"
"Tenaya Capital","0.00263425390567","0.129568106312","0.129568106312","0.44476782889","0.00134771643311","0.0430730492254"
"Amadeus Capital Partners","0.00258015878716","0.0980066445183","0.0980066445183","0.441476300091","0.00647061695382","0.0430730492254"
"Rho Capital Partners","0.00255105928303","0.124584717608","0.124584717608","0.445182724252","0.00644643510227","0.0430730492254"
"GGV Capital","0.00254789111938","0.137873754153","0.137873754153","0.453215460967","0.00141505918195","0.0430730492254"
"iNovia Capital","0.00253389990497","0.112956810631","0.112956810631","0.44106828133","0.00441784271174","0.0430730492254"
"DFJ Esprit","0.00252423566093","0.0830564784053","0.0830564784053","0.434245569062","0.00576391135228","0.0430730492254"
"Social Starts","0.0025143676687","0.127906976744","0.127906976744","0.441885074443","0.00411578981366","0.0430730492254"
"Emergence Capital Partners","0.00249156193393","0.136212624585","0.136212624585","0.444353706144","0.0025521401152","0.0430730492254"
"Domain Associates","0.00249027714511","0.0714285714286","0.0714285714286","0.412476992566","0.00169627538916","0.0430730492254"
"Bain Capital Ventures","0.00245661652518","0.126245847176","0.126245847176","0.441476300091","0.0022576972433","0.0430730492254"
"e.ventures","0.00244810494583","0.0996677740864","0.0996677740864","0.439848737695","0.00296478617062","0.0430730492254"
"Adams Street Partners","0.00244704051628","0.13122923588","0.13122923588","0.446432067726","0.00296490192645","0.0430730492254"
"T-Venture","0.00241612613279","0.109634551495","0.109634551495","0.442294606486","0.00594607333183","0.0430730492254"
"Fidelity Ventures","0.00240960322734","0.116279069767","0.116279069767","0.442294606486","0.00268346099074","0.0430730492254"
"Northgate Capital","0.00239171762493","0.106312292359","0.106312292359","0.437831082935","0.00104251525472","0.0430730492254"
"ARCH Venture Partners","0.0023837870869","0.0813953488372","0.0813953488372","0.418627965262","0.000736167821146","0.0430730492254"
"Freestyle Capital","0.00238270944648","0.112956810631","0.112956810631","0.437429771218","0.000797434766755","0.0430730492254"
"Kapor Capital","0.00237536697432","0.124584717608","0.124584717608","0.437429771218","0.00401311331747","0.0430730492254"
"Siemer Ventures","0.00236787003514","0.106312292359","0.106312292359","0.429168957193","0.00280386678078","0.0430730492254"
"Red Swan","0.00235726480677","0.101328903654","0.101328903654","0.424965165092","0.000758894411354","0.0430730492254"
"In-Q-Tel","0.00234916054139","0.12292358804","0.12292358804","0.445598394397","0.00187379080098","0.0430730492254"
"Enterprise Ireland","0.00232120298603","0.0398671096346","0.0398671096346","0.405812823468","0.0014222238393","0.0430730492254"
"Versant Ventures","0.00231443913567","0.0730897009967","0.0730897009967","0.421214369284","0.000570940190875","0.0430730492254"
"Alloy Ventures","0.00230645450894","0.102990033223","0.102990033223","0.432670789119","0.00230707029792","0.0430730492254"
"Advanced Technology Ventures","0.00229455284774","0.116279069767","0.116279069767","0.437831082935","0.00194031981125","0.0430730492254"
"Flagship Ventures","0.00227244687007","0.0980066445183","0.0980066445183","0.437029194504","0.000995865014367","0.0430730492254"
"IDG Ventures","0.00225557689727","0.121262458472","0.121262458472","0.443115952088","0.00218796430619","0.0430730492254"
"ff Venture Capital","0.00224563546013","0.107973421927","0.107973421927","0.429168957193","0.00197577156289","0.0430730492254"
"New Leaf Venture Partners","0.00222985270268","0.0946843853821","0.0946843853821","0.436230238024","0.00253263445851","0.0430730492254"
"Metamorphic Ventures","0.00219651427663","0.116279069767","0.116279069767","0.437429771218","0.00138684186559","0.0430730492254"
"LaunchCapital","0.00217388308796","0.0963455149502","0.0963455149502","0.43306341234","0.00372285248321","0.0430730492254"
"Granite Ventures","0.00216911238157","0.107973421927","0.107973421927","0.433456748773","0.00168119098498","0.0430730492254"
"Sierra Ventures","0.00216029610419","0.121262458472","0.121262458472","0.443527769887","0.00232737602898","0.0430730492254"
"MPM Capital","0.00215450549939","0.0714285714286","0.0714285714286","0.412120794818","0.0011784609172","0.0430730492254"
"Focus Ventures","0.00214074201854","0.101328903654","0.101328903654","0.430329919205","0.000322515512178","0.0430730492254"
"Sofinnova Ventures","0.00213444473065","0.093023255814","0.093023255814","0.430329919205","0.00341196357532","0.0430730492254"
"Trident Capital","0.00213404299012","0.111295681063","0.111295681063","0.440661016065","0.00141195710929","0.0430730492254"
"Relay Ventures","0.00212546947858","0.121262458472","0.121262458472","0.443940353859","0.00144345260456","0.0430730492254"
"Avalon Ventures","0.00212149708089","0.107973421927","0.107973421927","0.439848737695","0.00377633927361","0.0430730492254"
"Scottish Equity Partners","0.00211730247952","0.0581395348837","0.0581395348837","0.417894816461","0.00853605652947","0.0430730492254"
"Pitango Venture Capital","0.00206975826908","0.0813953488372","0.0813953488372","0.427630717203","0.000680844705632","0.0430730492254"
"Hummer Winblad Venture Partners","0.00206180628963","0.112956810631","0.112956810631","0.433850800362","0.000685414516896","0.0430730492254"
"Harrison Metal Capital","0.00204243823114","0.093023255814","0.093023255814","0.428783360646","0.000201347335263","0.0430730492254"
"Quotidian Ventures","0.00204210981855","0.0830564784053","0.0830564784053","0.411765211733","0.00416337866054","0.0430730492254"
"Madrona Venture Group","0.0020343563586","0.0963455149502","0.0963455149502","0.431107389701","0.00420175936644","0.0430730492254"
"Columbia Capital","0.00202826472754","0.107973421927","0.107973421927","0.433456748773","0.000803233715626","0.0430730492254"
"AOL Ventures","0.00202333618958","0.101328903654","0.101328903654","0.43306341234","0.000454666958156","0.0430730492254"
"Upfront Ventures","0.00201842592606","0.114617940199","0.114617940199","0.438233131679","0.00111827771305","0.0430730492254"
"Lightbank","0.00200354294992","0.109634551495","0.109634551495","0.435831854245","0.00131416074495","0.0430730492254"
"Harris & Harris Group","0.00196916440853","0.0897009966777","0.0897009966777","0.430718303609","0.00176302414702","0.0430730492254"
"Siemens Venture Capital","0.00196023588026","0.101328903654","0.101328903654","0.434641056829","0.0022321347436","0.0430730492254"
"Atomico","0.00195495683818","0.0980066445183","0.0980066445183","0.437429771218","0.000632390840351","0.0430730492254"
"O'Reilly AlphaTech Ventures","0.00192588137949","0.101328903654","0.101328903654","0.43306341234","0.000622942852128","0.0430730492254"
"Blumberg Capital","0.00192394422275","0.0980066445183","0.0980066445183","0.428783360646","0.00331924642498","0.0430730492254"
"FirstMark Capital","0.00191601054615","0.0946843853821","0.0946843853821","0.42801424251","0.000976694977656","0.0430730492254"
"Kima Ventures","0.00191455408617","0.0830564784053","0.0830564784053","0.42801424251","0.00516029230813","0.0430730492254"
"Partech Ventures","0.00190574569753","0.0880398671096","0.0880398671096","0.433850800362","0.00129182892342","0.0430730492254"
"Correlation Ventures","0.00189762762534","0.107973421927","0.107973421927","0.431887674569","0.000950523774758","0.0430730492254"
"Carmel Ventures","0.00189034273146","0.0697674418605","0.0697674418605","0.420842928041","0.000892539413923","0.0430730492254"
"BlueRun Ventures","0.00188946159462","0.0913621262458","0.0913621262458","0.432670789119","0.000510116045203","0.0430730492254"
"Rustic Canyon Partners","0.00188392372826","0.101328903654","0.101328903654","0.435434197444","0.00190107110718","0.0430730492254"
"Johnson & Johnson Development Corporation","0.00186338411913","0.0747508305648","0.0747508305648","0.42195922228","0.00314165820643","0.0430730492254"
"Promus Ventures","0.00184898677876","0.0863787375415","0.0863787375415","0.424209671465","0.00154811931476","0.0430730492254"
"QED Investors","0.00184672528665","0.102990033223","0.102990033223","0.431107389701","0.000951117991849","0.0430730492254"
"Anthem Venture Partners","0.00182595863006","0.104651162791","0.104651162791","0.434641056829","0.0011480198257","0.0430730492254"
"Highgrowth Partners","0.00182282172803","0.00166112956811","0.00166112956811","0.00166112956811","0.0","0.0430730492254"
"Talde venture capital","0.00182282172803","0.00166112956811","0.00166112956811","0.00166112956811","0.0","0.0430730492254"
"Presidio Ventures","0.00176739307664","0.101328903654","0.101328903654","0.432670789119","0.000468264530369","0.0430730492254"
"Social Leverage","0.00176715164291","0.0980066445183","0.0980066445183","0.423832931082","0.000672388226783","0.0430730492254"
"Quest Venture Partners","0.00175496908281","0.0830564784053","0.0830564784053","0.424965165092","0.00339729355646","0.0430730492254"
"Triangle Peak Partners","0.00175274846943","0.101328903654","0.101328903654","0.435434197444","0.000746147306364","0.0430730492254"
"Village Ventures","0.00174436968142","0.0830564784053","0.0830564784053","0.422706714259","0.000815000366153","0.0430730492254"
"El Dorado Ventures","0.00174372594113","0.0946843853821","0.0946843853821","0.429168957193","0.00049135744423","0.0430730492254"
"Transmedia Capital","0.00173890926202","0.0847176079734","0.0847176079734","0.427247878602","0.000613709555284","0.0430730492254"
"Frazier Healthcare Ventures","0.00173736159132","0.0598006644518","0.0598006644518","0.411765211733","0.000287287710071","0.0430730492254"
"Maveron","0.00173309933576","0.104651162791","0.104651162791","0.42801424251","0.000529417102713","0.0430730492254"
"Sevin Rosen Funds","0.00173102554328","0.0847176079734","0.0847176079734","0.421586466783","0.00158630020262","0.0430730492254"
"Vulcan Capital","0.00171825561646","0.0946843853821","0.0946843853821","0.435831854245","0.000726717386407","0.0430730492254"
"Collaborative Fund","0.00171070493174","0.0913621262458","0.0913621262458","0.421586466783","0.000429655506572","0.0430730492254"
"Great Oaks Venture Capital","0.00170950027266","0.0897009966777","0.0897009966777","0.419363691036","0.00104321654261","0.0430730492254"
"Accelerator Ventures","0.00170528314531","0.0963455149502","0.0963455149502","0.421586466783","0.000844291294106","0.0430730492254"
"Star Ventures","0.00170064736063","0.0847176079734","0.0847176079734","0.425723354504","0.000954941777817","0.0430730492254"
"Gimv","0.00169325565276","0.0697674418605","0.0697674418605","0.418995505179","0.0034051460764","0.0430730492254"
"New Atlantic Ventures","0.00167531920213","0.0714285714286","0.0714285714286","0.417529204198","0.00346129262973","0.0430730492254"
"DN Capital","0.00165686145339","0.0764119601329","0.0764119601329","0.428783360646","0.0043774108713","0.0430730492254"
"Valhalla Partners","0.00163692662499","0.0897009966777","0.0897009966777","0.427630717203","0.00143171041181","0.0430730492254"
"Omidyar Network","0.00163155429224","0.093023255814","0.093023255814","0.432278877173","0.00047988141505","0.0430730492254"
"GrowthWorks Capital","0.00161825803068","0.046511627907","0.046511627907","0.397034842262","0.00123311905498","0.0430730492254"
"BOLDstart Ventures","0.00161256773854","0.0863787375415","0.0863787375415","0.422332637521","0.000577932042519","0.0430730492254"
"Lux Capital","0.00160722349353","0.0813953488372","0.0813953488372","0.428398456372","0.000342553435361","0.0430730492254"
"Glynn Capital Management","0.00160224039316","0.0863787375415","0.0863787375415","0.428783360646","0.000463883847201","0.0430730492254"
"Delphi Ventures","0.00159254323043","0.0581395348837","0.0581395348837","0.402730700758","0.000448473436523","0.0430730492254"
"Panorama Capital","0.00159181144478","0.0797342192691","0.0797342192691","0.426865724865","0.0007579227392","0.0430730492254"
"Advent Venture Partners","0.00158497599748","0.0681063122924","0.0681063122924","0.426484254154","0.00264312820173","0.0430730492254"
"Neu Venture Capital","0.00158211555844","0.0797342192691","0.0797342192691","0.413907962184","0.000624051390162","0.0430730492254"
"Tiger Global Management","0.0015813062882","0.0797342192691","0.0797342192691","0.42195922228","0.000160724158319","0.0430730492254"
"Bullpen Capital","0.00157445325654","0.0863787375415","0.0863787375415","0.418627965262","0.000346345151828","0.0430730492254"
"TomorrowVentures","0.00157123415712","0.0913621262458","0.0913621262458","0.426865724865","0.000318557861894","0.0430730492254"
"Ludlow Ventures","0.00156549209831","0.0548172757475","0.0548172757475","0.40512383735","0.00550809287256","0.0430730492254"
"Vertex Venture Capital","0.00152878326633","0.0747508305648","0.0747508305648","0.423832931082","0.000980461367842","0.0430730492254"
"SV Life Sciences","0.00151726722469","0.0548172757475","0.0548172757475","0.411055883203","0.000443546216414","0.0430730492254"
"Ventech","0.00151454728647","0.0448504983389","0.0448504983389","0.406504157069","0.0045820573049","0.0430730492254"
"Octopus","0.00149553098457","0.031561461794","0.031561461794","0.393758977227","0.00884525213569","0.0430730492254"
"Double M Partners","0.0014872584922","0.0548172757475","0.0548172757475","0.398028257213","0.000679799790544","0.0430730492254"
"NextView Ventures","0.00148016358062","0.0681063122924","0.0681063122924","0.417529204198","0.000164552650226","0.0430730492254"
"Founder's Co-op","0.00147955840564","0.0847176079734","0.0847176079734","0.425723354504","0.000500094132493","0.0430730492254"
"Rothenberg Ventures","0.00147738877525","0.078073089701","0.078073089701","0.419363691036","0.000356251927312","0.0430730492254"
"Steamboat Ventures","0.0014735317148","0.0764119601329","0.0764119601329","0.417894816461","0.000258288565801","0.0430730492254"
"Baroda Ventures","0.00146627714043","0.063122923588","0.063122923588","0.407545585311","0.000514610094375","0.0430730492254"
"Technology Crossover Ventures","0.00146551333784","0.0813953488372","0.0813953488372","0.428398456372","0.000423959400464","0.0430730492254"
"Gemini Israel Ventures","0.001464377159","0.0564784053156","0.0564784053156","0.410348994324","0.000520302749063","0.0430730492254"
"FundersClub","0.00146107574819","0.0764119601329","0.0764119601329","0.422332637521","0.000427803865486","0.0430730492254"
"DFJ Gotham Ventures","0.00145431776508","0.0730897009967","0.0730897009967","0.414987722086","0.000332188009818","0.0430730492254"
"Innovacom","0.00145324582597","0.0664451827243","0.0664451827243","0.416073130252","0.00103310102091","0.0430730492254"
"Rembrandt Venture Partners","0.00145136968015","0.078073089701","0.078073089701","0.418261069587","0.000569805304948","0.0430730492254"
"Split Rock Partners","0.00143421561014","0.0681063122924","0.0681063122924","0.417894816461","0.000359009103438","0.0430730492254"
"Nexus Venture Partners","0.00142616625476","0.0681063122924","0.0681063122924","0.423081454254","0.00020838015543","0.0430730492254"
"Earlybird Venture Capital","0.00140836018039","0.0514950166113","0.0514950166113","0.415348895038","0.00169806485055","0.0430730492254"
"Storm Ventures","0.00140662165246","0.0647840531561","0.0647840531561","0.418627965262","0.000153142239566","0.0430730492254"
"IDInvest Partners","0.00140648442276","0.0548172757475","0.0548172757475","0.417164231118","0.000928966183906","0.0430730492254"
"ONSET Ventures","0.00140069677481","0.078073089701","0.078073089701","0.424209671465","0.000750645548361","0.0430730492254"
"High Peaks Venture Partners","0.00139179407671","0.0747508305648","0.0747508305648","0.417529204198","0.000445252017837","0.0430730492254"
"Ventures West","0.00137865453126","0.046511627907","0.046511627907","0.391819277831","0.00133132039453","0.0430730492254"
"Azure Capital Partners","0.00137680448855","0.0714285714286","0.0714285714286","0.426103464642","0.000779586613098","0.0430730492254"
"TVM Capital","0.00137383216697","0.0548172757475","0.0548172757475","0.414987722086","0.00161792148005","0.0430730492254"
"Kodiak Venture Partners","0.00137233364525","0.0714285714286","0.0714285714286","0.423832931082","0.000701696662517","0.0430730492254"
"Mission Ventures","0.00135690873182","0.0647840531561","0.0647840531561","0.417529204198","0.000840508057406","0.0430730492254"
"OMERS Ventures","0.00135414981168","0.0498338870432","0.0498338870432","0.408942485346","0.00385403129909","0.0430730492254"
"Amicus Capital","0.00134986928322","0.0647840531561","0.0647840531561","0.414627176715","0.000421242171923","0.0430730492254"
"EnerTech Capital","0.0013475565047","0.0348837209302","0.0348837209302","0.399360569371","0.0044197782661","0.0430730492254"
"Nokia Growth Partners","0.00134452698421","0.0664451827243","0.0664451827243","0.414987722086","0.000319825446751","0.0430730492254"
"ATA Ventures","0.00134227176187","0.0598006644518","0.0598006644518","0.410348994324","0.00025436502734","0.0430730492254"
"Opus Capital","0.00133914096321","0.0697674418605","0.0697674418605","0.412476992566","0.000672675292256","0.0430730492254"
"Apax Partners","0.00132914056163","0.0598006644518","0.0598006644518","0.421214369284","0.000677205885044","0.0430730492254"
"GSV Capital","0.00132710068653","0.0714285714286","0.0714285714286","0.422332637521","0.000233085177801","0.0430730492254"
"Rincon Venture Partners","0.00131916394886","0.0598006644518","0.0598006644518","0.403411564158","0.00182631077822","0.0430730492254"
"Midven","0.00131363152867","0.014950166113","0.014950166113","0.289409266464","0.000183557707634","0.0430730492254"
"A-Grade Investments","0.0013131657725","0.0647840531561","0.0647840531561","0.413549289774","0.000683508668585","0.0430730492254"
"Learn Capital","0.00131195541168","0.0714285714286","0.0714285714286","0.413907962184","0.000666530819002","0.0430730492254"
"Forerunner Ventures","0.00131193914726","0.063122923588","0.063122923588","0.411765211733","0.000132700471024","0.0430730492254"
"Miramar Venture Partners","0.00130194682587","0.0681063122924","0.0681063122924","0.42047214132","0.00114832333982","0.0430730492254"
"Osage University Partners","0.00130185925603","0.0581395348837","0.0581395348837","0.408592363355","0.000437021988358","0.0430730492254"
"Northzone","0.00130043363245","0.0431893687708","0.0431893687708","0.411410241723","0.00319887499029","0.0430730492254"
"Point Nine Capital","0.00127703823744","0.063122923588","0.063122923588","0.41643619581","0.0011830590931","0.0430730492254"
"Crosscut Ventures","0.00127558321214","0.0481727574751","0.0481727574751","0.400365671475","0.000219778214961","0.0430730492254"
"Longworth Venture Partners","0.00127318741909","0.0664451827243","0.0664451827243","0.412120794818","0.000803560809799","0.0430730492254"
"MMC Ventures","0.00127286670178","0.0215946843854","0.0215946843854","0.376666046092","0.00626454551083","0.0430730492254"
"High Line Venture Partners","0.00126987656816","0.0548172757475","0.0548172757475","0.402391130184","9.65285961896e-05","0.0430730492254"
"Clearstone Venture Partners","0.00126556660841","0.0730897009967","0.0730897009967","0.422332637521","0.000707970872784","0.0430730492254"
"Jerusalem Venture Partners","0.00125914709593","0.0614617940199","0.0614617940199","0.412476992566","0.00096937361682","0.0430730492254"
